Step,Junction,QueueLength,FuelConsumption,Reward
1140,J4,19,60887.56973739965,-1.61
1141,J1,24,86747.42584899781,-0.87
1141,J2,19,70662.3477355621,-1.71
1141,J3,18,74249.707497613,1.26
1141,J4,20,70173.3546538793,-1.70
1142,J1,26,78224.1055218348,-2.78
1142,J2,16,53690.852491026715,2.46
1142,J3,21,65518.31450120994,-3.66
1142,J4,23,76158.79827227355,-3.76
1182,J1,15,60321.462920488935,10.40
1182,J2,24,98696.40782446795,-8.99
1182,J3,25,74677.89915116953,-4.75
1182,J4,21,78274.58234783821,1.22
1218,J1,21,77689.46247518818,-6.78
1218,J2,17,75990.24478536102,6.24
1218,J3,32,115087.6664964022,-8.15
1218,J4,18,84027.7824993778,2.16
1253,J1,32,112252.41548057194,-12.12
1253,J2,25,76265.64649284404,-8.76
1253,J3,29,79105.46423679189,2.21
1253,J4,20,70764.46389377095,-2.71
1254,J1,32,109218.420959474,-1.09
1254,J2,20,79021.19664468839,4.21
1254,J3,25,130515.42497192966,2.69
1254,J4,19,73176.74942943931,0.27
1255,J1,27,81515.90084853895,4.18
1255,J2,23,75353.849441493,-3.75
1255,J3,24,82608.8293661046,0.17
1255,J4,22,90122.87704319929,-3.90
1256,J1,23,103884.2049892782,2.96
1256,J2,17,68890.72836882976,5.31
1256,J3,28,127481.45683118116,-5.27
1256,J4,21,72044.45757953462,0.28
1257,J1,23,85220.24930711088,-0.85
1257,J2,18,57570.83920212581,-1.58
1257,J3,32,102749.53681777079,-5.03
1257,J4,17,65310.008543241216,3.35
1258,J1,24,88703.77922069698,-1.89
1258,J2,18,65776.19611146083,-0.66
1258,J3,28,102053.70273015331,2.98
1258,J4,18,73163.4278355015,-1.73
1259,J1,25,78001.45492268376,-1.78
1259,J2,17,55515.27974506021,0.44
1259,J3,30,108913.86180269727,-3.09
1259,J4,21,76023.15302460821,-3.76
1260,J1,23,75056.50741444207,1.25
1260,J2,18,69983.63426926451,-1.70
1260,J3,34,110062.73158543368,-5.10
1260,J4,24,85203.04786391364,-3.85
1261,J1,24,79649.25894755177,-1.80
1261,J2,19,66800.5409514384,-1.67
1261,J3,30,103334.17578990143,2.97
1261,J4,22,80067.40668555014,1.20
1262,J1,27,76850.26455514226,-3.77
1262,J2,19,70100.84002361784,-0.70
1262,J3,29,94598.18018294816,0.05
1262,J4,23,77395.29308216779,-1.77
1263,J1,26,84326.6566478438,0.16
1263,J2,17,59666.7251244065,1.40
1263,J3,25,82385.93344346284,3.18
1263,J4,18,66802.24891129955,4.33
1264,J1,22,72573.71486770085,3.27
1264,J2,17,62608.5567210617,-0.63
1264,J3,24,84827.37153297728,0.15
1264,J4,20,60864.24051052421,-2.61
1265,J1,22,65942.26852111773,-0.66
1265,J2,19,70348.32316622157,-2.70
1265,J3,21,79712.43239459035,2.20
1265,J4,18,71789.88155435424,1.28
1266,J1,24,77755.02955908552,-2.78
1266,J2,18,66018.28334389988,0.34
1266,J3,25,79470.2986294388,-4.79
1266,J4,19,56153.100611678274,-1.56
1267,J1,19,73022.93269980299,4.27
1267,J2,19,68312.00847192339,-1.68
1267,J3,19,88080.39089923605,5.12
1267,J4,18,70977.80846289905,0.29
1268,J1,20,70369.6643992461,-1.70
1268,J2,18,77808.62906136573,0.22
1268,J3,19,67215.10345671173,-0.67
1268,J4,17,71802.35389513012,0.28
1308,J1,15,65037.93921987256,4.35
1308,J2,22,65205.771319461775,-4.65
1308,J3,29,81939.12220688586,-10.82
1308,J4,23,74740.10559587547,-6.75
1342,J1,21,69379.1031066666,-6.69
1342,J2,18,74568.59485414834,3.25
1342,J3,25,90865.77307300366,3.09
1342,J4,31,103229.92789876253,-9.03
1378,J1,28,91337.25862646164,-7.91
1378,J2,31,107113.98892261759,-14.07
1378,J3,21,59913.02891756229,3.40
1378,J4,27,79768.42853975325,3.20
1379,J1,21,119716.31994361739,5.80
1379,J2,27,84147.39691109143,3.16
1379,J3,19,86863.85915691733,1.13
1379,J4,26,88016.99123177165,0.12
1380,J1,25,76859.78807757639,-4.77
1380,J2,26,88256.1735362231,0.12
1380,J3,22,73296.3311099994,-3.73
1380,J4,27,103085.08277726246,-2.03
1381,J1,23,89077.44938388457,1.11
1381,J2,22,87949.70311080816,3.12
1381,J3,25,82142.51900290261,-3.82
1381,J4,20,80005.93522159394,6.20
1382,J1,23,72019.8174139161,-0.72
1382,J2,26,71498.09124267679,-4.71
1382,J3,27,119146.33735658487,-3.19
1382,J4,21,73091.21043154306,-1.73
1383,J1,20,81292.09373862081,2.19
1383,J2,22,92352.55024749714,3.08
1383,J3,28,108082.45772476424,-2.08
1383,J4,21,83903.2883291659,-0.84
1384,J1,20,71959.34013052152,-0.72
1384,J2,21,76096.37746628386,0.24
1384,J3,30,99664.69332225985,-3.00
1384,J4,22,75936.25068500289,-1.76
1385,J1,19,75251.6478802384,0.25
1385,J2,16,68832.42862306046,4.31
1385,J3,33,114233.71964118307,-4.14
1385,J4,21,80046.06023145249,0.20
1386,J1,17,69681.00015036287,1.30
1386,J2,19,65369.072229346915,-3.65
1386,J3,30,115149.6910271488,1.85
1386,J4,23,74314.8514637115,-2.74
1387,J1,20,69533.80487013503,-3.70
1387,J2,19,59520.38684016036,-0.60
1387,J3,32,96821.19507023398,-2.97
1387,J4,26,84169.41246653072,-3.84
1388,J1,19,66096.9821025125,0.34
1388,J2,19,68215.17234334513,-0.68
1388,J3,28,97919.8093012401,3.02
1388,J4,24,81392.26657596431,1.19
1389,J1,20,64979.01937144207,-1.65
1389,J2,19,56924.214258530155,-0.57
1389,J3,26,88584.00852085,1.11
1389,J4,20,68539.88606173701,3.31
1390,J1,21,78667.97081772341,-1.79
1390,J2,17,61587.6317206363,1.38
1390,J3,23,80607.85682241715,2.19
1390,J4,21,79857.83304340209,-1.80
1391,J1,23,66244.5369205049,-2.66
1391,J2,21,56308.590550319,-4.56
1391,J3,21,67818.23705479664,1.32
1391,J4,20,64577.032487116645,0.35
1392,J1,19,76193.04628193169,3.24
1392,J2,23,79588.53109540971,-2.80
1392,J3,23,75851.81609841026,-2.76
1392,J4,18,65964.89164743091,1.34
1393,J1,20,66979.84941137231,-1.67
1393,J2,18,78975.47404006255,4.21
1393,J3,21,72395.2340952115,1.28
1393,J4,21,59816.547503576236,-3.60
1394,J1,19,71206.94142431495,0.29
1394,J2,18,77942.56245962915,-0.78
1394,J3,21,76083.18603038535,-0.76
1394,J4,18,89431.40719877573,2.11
1432,J1,22,86306.04308156489,-3.86
1432,J2,31,96176.46187853797,-13.96
1432,J3,16,74539.91343473826,4.25
1432,J4,21,68549.89447365573,-3.69
1468,J1,20,85544.35520510908,1.14
1468,J2,30,115233.21333886159,-0.15
1468,J3,19,69860.79551465702,-3.70
1468,J4,32,118778.14904805669,-12.19
1503,J1,27,82145.22666787694,-7.82
1503,J2,16,66271.68959309759,13.34
1503,J3,24,76958.44248473062,-5.77
1503,J4,38,127874.7097291383,-7.28
1504,J1,23,101697.82581112496,2.98
1504,J2,17,59605.42007601618,-1.60
1504,J3,21,93449.94040677953,2.07
1504,J4,36,134720.34828164874,0.65
1505,J1,22,77032.34086176503,0.23
1505,J2,20,85722.26771037964,-3.86
1505,J3,19,68314.53858891541,1.32
1505,J4,34,114416.73962915584,0.86
1506,J1,23,76054.33280435333,-1.76
1506,J2,21,71273.11632874509,-1.71
1506,J3,22,90620.39854278728,-3.91
1506,J4,30,114509.4390824395,2.85
1507,J1,20,87142.19576748478,2.13
1507,J2,21,79617.0394112122,-0.80
1507,J3,24,88906.85803890692,-2.89
1507,J4,25,94086.71240897194,4.06
1508,J1,20,66500.44343302435,-0.67
1508,J2,24,75784.19727282366,-3.76
1508,J3,27,80805.1457581003,-3.81
1508,J4,21,76824.87523638025,3.23
1509,J1,21,77195.19033414127,-1.77
1509,J2,20,76139.0181046676,3.24
1509,J3,27,103400.65806937401,-1.03
1509,J4,18,71270.96285199671,2.29
1510,J1,21,79822.7887589203,-0.80
1510,J2,22,76770.3053657322,-2.77
1510,J3,27,89233.4303535192,-0.89
1510,J4,23,82423.98119873535,-5.82
1511,J1,20,68976.77144974314,0.31
1511,J2,22,83869.60793192184,-0.84
1511,J3,25,81597.89178941153,1.18
1511,J4,21,81478.71439979988,1.19
1512,J1,19,67022.5729584595,0.33
1512,J2,22,73930.73423781098,-0.74
1512,J3,28,95615.11048133929,-3.96
1512,J4,21,65714.48642126638,-0.66
1513,J1,19,73210.5492918476,-0.73
1513,J2,19,79843.98846311469,2.20
1513,J3,23,85954.37477760036,4.14
1513,J4,17,71248.62661073361,3.29
1514,J1,18,67534.92501089915,0.32
1514,J2,21,69193.07065202424,-2.69
1514,J3,21,79318.9900449767,1.21
1514,J4,20,67324.94673846492,-3.67
1515,J1,17,70442.65465324858,0.30
1515,J2,21,75585.70707161937,-0.76
1515,J3,23,77324.31061985836,-2.77
1515,J4,21,78491.76857891392,-1.78
1516,J1,17,63021.88567823672,-0.63
1516,J2,20,66527.19449898248,0.33
1516,J3,21,66099.07225197913,1.34
1516,J4,21,65256.795371602115,-0.65
1517,J1,17,65812.81999005907,-0.66
1517,J2,19,57793.82833532558,0.42
1517,J3,24,69872.73386347093,-3.70
1517,J4,20,66366.22023634127,0.34
1518,J1,19,63541.034301300286,-2.64
1518,J2,15,62950.714643830426,3.37
1518,J3,19,75026.90346240764,4.25
1518,J4,16,66518.41371242293,3.33
1519,J1,23,94843.7205270958,-4.95
1519,J2,18,54913.85656155167,-3.55
1519,J3,21,64736.66122029193,-2.65
1519,J4,16,49219.82225278446,-0.49
1556,J1,22,75923.76510152218,0.24
1556,J2,30,94543.10581491933,-12.95
1556,J3,13,61976.006238202724,7.38
1556,J4,20,71929.66657790773,-4.72
1592,J1,27,94036.30731584964,-5.94
1592,J2,32,115737.26414187285,-3.16
1592,J3,16,58853.298825235586,-3.59
1592,J4,23,90971.63259952833,-3.91
1626,J1,17,50596.02068094837,9.49
1626,J2,22,73475.30298866828,9.27
1626,J3,30,86329.54320893879,-14.86
1626,J4,46,132758.37315970502,-24.33
1627,J1,13,57255.198034804394,3.43
1627,J2,18,66930.95521093256,3.33
1627,J3,31,93007.19981315211,-1.93
1627,J4,41,122292.19129092328,3.78
1628,J1,16,66232.00760984633,-3.66
1628,J2,19,86668.482746592,-1.87
1628,J3,27,111557.66311366446,2.88
1628,J4,32,124669.28794365664,7.75
1629,J1,21,79998.73745262825,-5.80
1629,J2,20,57539.33727823821,-1.58
1629,J3,25,113675.99201698808,0.86
1629,J4,27,88737.45195872977,4.11
1630,J1,21,79346.1386255881,-0.79
1630,J2,23,86944.0065733353,-3.87
1630,J3,22,87129.00546585022,2.13
1630,J4,23,72374.68573338153,3.28
1631,J1,24,78350.05748179986,-3.78
1631,J2,26,84885.87282238825,-3.85
1631,J3,24,79429.7059317012,-2.79
1631,J4,23,71595.82658453847,-0.72
1632,J1,24,85309.41431162684,-0.85
1632,J2,21,81273.82773719411,4.19
1632,J3,25,92705.23338498203,-1.93
1632,J4,20,80696.11637076142,2.19
1633,J1,27,86756.36493439897,-3.87
1633,J2,22,77539.2268021255,-1.78
1633,J3,25,104032.37479843064,-1.04
1633,J4,21,81465.76180548011,-1.81
1634,J1,26,109984.20759856662,-0.10
1634,J2,22,85031.87682149088,-0.85
1634,J3,22,90181.49767959118,2.10
1634,J4,17,78188.55877070781,3.22
1635,J1,28,82852.92626309066,-2.83
1635,J2,21,68267.74665851446,0.32
1635,J3,25,82881.21012175526,-3.83
1635,J4,18,67144.88907632702,-1.67
1636,J1,26,74455.87789139143,1.26
1636,J2,22,71005.0462754463,-1.71
1636,J3,26,97447.69761447299,-1.97
1636,J4,19,72216.90290425677,-1.72
1637,J1,22,78123.84653293183,3.22
1637,J2,23,81190.68759731593,-1.81
1637,J3,22,82483.03382418549,3.18
1637,J4,17,63270.66192302975,1.37
1638,J1,23,75607.44041050234,-1.76
1638,J2,21,74515.92444246271,1.25
1638,J3,20,76674.26336425175,1.23
1638,J4,20,64204.04176811542,-3.64
1639,J1,20,95173.1062484567,2.05
1639,J2,20,73177.45973415638,0.27
1639,J3,18,71275.54316392644,1.29
1639,J4,20,83972.98811043176,-0.84
1640,J1,20,64655.70007518917,-0.65
1640,J2,22,66911.94351885638,-2.67
1640,J3,20,69409.12265239921,-2.69
1640,J4,19,64017.42617933529,0.36
1641,J1,18,73821.32797124225,1.26
1641,J2,18,71477.75299172537,3.29
1641,J3,20,76695.60281457749,-0.77
1641,J4,20,69294.01037325546,-1.69
1642,J1,22,72607.66547412137,-4.73
1642,J2,19,70298.77598126403,-1.70
1642,J3,20,65375.95366818979,-0.65
1642,J4,18,69306.19210135564,1.31
1643,J1,18,85831.55245725489,3.14
1643,J2,18,66231.5195426849,0.34
1643,J3,17,70571.47557479927,2.29
1643,J4,19,72791.06282075624,-1.73
1680,J1,22,80305.95716151982,-4.80
1680,J2,27,82573.66946737924,-9.83
1680,J3,15,61491.09386694317,1.39
1680,J4,13,53148.64433570133,5.47
1715,J1,21,86347.32668951296,0.14
1715,J2,24,95544.10273384722,2.04
1715,J3,22,91905.40452641559,-7.92
1715,J4,18,67360.03153150549,-5.67
1751,J1,21,85226.50384069583,-0.85
1751,J2,29,79233.96874697927,-5.79
1751,J3,31,93243.92391449747,-9.93
1751,J4,29,92883.24527756753,-11.93
1752,J1,20,69184.21116643751,0.31
1752,J2,25,102097.97023773349,2.98
1752,J3,23,94068.01715834733,7.06
1752,J4,26,94302.19518552943,2.06
1753,J1,20,81584.04428370923,-0.82
1753,J2,26,78013.23349105354,-1.78
1753,J3,22,81732.64916313272,0.18
1753,J4,24,86938.10743898548,1.13
1754,J1,19,77694.12042085484,0.22
1754,J2,19,73491.06155883189,6.27
1754,J3,21,89101.54136886742,0.11
1754,J4,24,85941.48190636656,-0.86
1755,J1,20,62111.11938436066,-1.62
1755,J2,24,72488.04073020522,-5.72
1755,J3,21,69895.34377441938,-0.70
1755,J4,23,83757.0996013171,0.16
1756,J1,21,68727.52953096674,-1.69
1756,J2,26,95454.21838679448,-2.95
1756,J3,20,64378.18284894187,0.36
1756,J4,23,90589.03396147072,-0.91
1757,J1,20,76487.107233797,0.24
1757,J2,23,82448.6020568902,2.18
1757,J3,21,79594.18694995543,-1.80
1757,J4,21,76704.6168638457,1.23
1758,J1,21,76014.98212900867,-1.76
1758,J2,22,80497.68975627059,0.20
1758,J3,23,80671.1502913684,-2.81
1758,J4,24,96404.5002793587,-3.96
1759,J1,22,80641.8842194713,-1.81
1759,J2,21,70660.17755911217,0.29
1759,J3,21,82484.62019713009,1.18
1759,J4,22,82091.58678448206,1.18
1760,J1,24,82371.43071448768,-2.82
1760,J2,22,66187.64952323644,-1.66
1760,J3,22,75798.03117974942,-1.76
1760,J4,25,84072.33160315061,-3.84
