Step,Agent,Action,Reason
804,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
805,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
806,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
807,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
809,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
810,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
811,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
812,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
813,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
814,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
815,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
816,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
817,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
818,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
819,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
820,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
821,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
822,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
823,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
824,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
825,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
826,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
827,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
828,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
829,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
830,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
831,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
832,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
833,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
834,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
835,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
836,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
837,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
838,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
839,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
840,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
841,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
842,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
844,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
845,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
846,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
847,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
848,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
849,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
850,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
851,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
852,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
853,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
854,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
855,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
856,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
857,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
858,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
859,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
860,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
861,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
862,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
863,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
864,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
865,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
866,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
867,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
868,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
869,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
870,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
871,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
872,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
873,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
874,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
875,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
876,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
877,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
880,J1,Green EW,High Congestion (24 cars). Clearing queue.
880,J2,Green EW,High Congestion (30 cars). Clearing queue.
880,J3,Green EW,High Congestion (24 cars). Clearing queue.
880,J4,Green EW,High Congestion (28 cars). Clearing queue.
890,J1,Green NS,High Congestion (31 cars). Clearing queue.
890,J2,Green NS,High Congestion (17 cars). Clearing queue.
890,J3,Green NS,High Congestion (27 cars). Clearing queue.
890,J4,Green NS,High Congestion (20 cars). Clearing queue.
895,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
896,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
897,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
898,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
899,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
900,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
901,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
902,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
903,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
904,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
905,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
906,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
907,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
908,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
909,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
910,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
911,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
912,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
913,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
914,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
915,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
916,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
917,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
918,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
919,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
920,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
921,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
922,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
923,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
924,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
925,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
926,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
927,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
928,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
929,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
930,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
932,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
933,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
934,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
935,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
936,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
937,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
938,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
939,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
940,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
941,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
942,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
943,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
944,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
945,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
946,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
947,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
948,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
949,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
950,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
951,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
952,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
953,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
954,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
955,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
956,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
957,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
958,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
959,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
960,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
961,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
962,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
963,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
964,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
965,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
966,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
968,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
969,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
970,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
971,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
972,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
973,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
974,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
975,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
976,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
977,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
978,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
979,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
980,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
981,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
982,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
983,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
984,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
985,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
986,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
987,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
988,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
989,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
990,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
991,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
992,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
993,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
994,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
995,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
996,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
997,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
998,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
999,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1000,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1001,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1010,J1,Green EW,High Congestion (24 cars). Clearing queue.
1010,J2,Green EW,High Congestion (19 cars). Clearing queue.
1010,J3,Green NS,High Congestion (36 cars). Clearing queue.
1010,J4,Green NS,High Congestion (19 cars). Clearing queue.
1019,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1020,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1021,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1022,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1023,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1024,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1025,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1026,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1027,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1028,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1029,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1030,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1031,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1032,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1033,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1034,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1035,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1036,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1037,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1038,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1039,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1040,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1041,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1042,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1043,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1044,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1045,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1046,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1047,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1048,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1049,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1050,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1051,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1052,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1053,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1054,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1055,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1057,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1058,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1059,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1060,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1061,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1062,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1063,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1064,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1065,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1066,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1067,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1068,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1069,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1070,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1071,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1072,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1073,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1074,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1075,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1076,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1077,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1078,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1079,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1080,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1081,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1082,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1083,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1084,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1085,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1086,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1087,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1088,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1089,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1090,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1092,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1093,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1094,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1095,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1096,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1097,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1098,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1099,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1100,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1101,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1102,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1103,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1104,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1105,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1106,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1107,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1108,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1109,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1110,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1111,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1112,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1113,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1114,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1115,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1116,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1117,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1118,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1119,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1120,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1121,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1122,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1123,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1124,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1125,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1130,J1,Green NS,High Congestion (21 cars). Clearing queue.
1130,J2,Green EW,High Congestion (22 cars). Clearing queue.
1130,J3,Green EW,High Congestion (24 cars). Clearing queue.
1130,J4,Green EW,High Congestion (26 cars). Clearing queue.
1140,J1,Green NS,High Congestion (22 cars). Clearing queue.
1140,J2,Green EW,High Congestion (18 cars). Clearing queue.
1140,J3,Green NS,High Congestion (18 cars). Clearing queue.
1140,J4,Green NS,High Congestion (18 cars). Clearing queue.
1143,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1144,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1145,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1146,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1147,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1148,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1149,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1150,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1151,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1152,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1153,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1154,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1155,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1156,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1157,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1158,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1159,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1160,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1161,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1162,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1163,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1164,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1165,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1166,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1167,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1168,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1169,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1170,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1171,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1172,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1173,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1174,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1175,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1176,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1177,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1178,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1179,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1180,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1181,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1183,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1184,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1185,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1186,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1187,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1188,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1189,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1190,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1191,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1192,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1193,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1194,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1195,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1196,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1197,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1198,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1199,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1200,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1201,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1202,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1203,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1204,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1205,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
