Step,Agent,Action,Reason
403,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
404,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
405,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
406,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
407,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
408,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
409,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
410,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
411,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
412,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
413,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
414,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
415,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
416,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
417,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
418,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
419,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
420,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
421,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
422,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
423,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
424,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
425,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
426,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
427,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
429,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
430,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
431,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
432,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
433,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
434,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
435,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
436,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
437,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
438,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
439,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
440,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
441,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
442,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
443,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
444,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
445,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
446,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
447,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
448,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
449,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
450,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
451,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
452,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
453,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
454,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
455,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
456,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
457,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
458,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
459,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
460,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
461,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
462,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
464,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
465,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
466,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
467,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
468,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
469,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
470,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
471,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
472,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
473,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
474,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
475,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
476,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
477,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
478,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
479,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
480,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
481,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
482,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
483,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
484,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
485,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
486,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
487,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
488,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
489,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
490,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
491,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
492,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
493,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
494,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
495,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
496,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
497,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
500,J1,Green EW,High Congestion (30 cars). Clearing queue.
500,J2,Green NS,High Congestion (16 cars). Clearing queue.
500,J3,Green NS,High Congestion (29 cars). Clearing queue.
500,J4,Green NS,High Congestion (25 cars). Clearing queue.
510,J1,Green EW,High Congestion (21 cars). Clearing queue.
510,J2,Green EW,High Congestion (20 cars). Clearing queue.
510,J3,Green NS,High Congestion (25 cars). Clearing queue.
510,J4,Green NS,High Congestion (20 cars). Clearing queue.
515,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
516,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
517,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
518,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
519,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
520,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
521,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
522,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
523,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
524,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
525,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
526,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
527,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
528,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
529,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
530,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
531,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
532,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
533,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
534,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
535,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
536,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
537,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
538,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
539,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
540,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
541,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
542,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
543,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
544,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
545,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
546,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
547,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
548,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
549,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
550,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
551,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
552,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
553,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
554,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
555,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
557,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
558,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
559,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
560,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
561,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
562,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
563,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
564,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
565,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
566,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
567,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
568,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
569,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
570,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
571,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
572,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
573,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
574,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
575,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
576,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
577,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
578,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
579,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
580,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
581,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
582,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
583,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
584,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
585,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
586,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
587,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
588,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
589,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
590,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
592,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
593,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
594,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
595,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
596,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
597,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
598,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
599,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
600,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
601,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
602,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
603,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
604,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
605,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
606,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
607,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
608,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
609,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
610,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
611,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
612,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
613,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
614,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
615,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
616,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
617,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
618,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
619,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
620,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
621,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
622,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
623,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
624,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
625,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
626,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
630,J1,Green EW,High Congestion (15 cars). Clearing queue.
630,J2,Green EW,High Congestion (34 cars). Clearing queue.
630,J3,Green NS,High Congestion (33 cars). Clearing queue.
630,J4,Green EW,High Congestion (30 cars). Clearing queue.
640,J1,Green NS,High Congestion (21 cars). Clearing queue.
640,J2,Green NS,High Congestion (23 cars). Clearing queue.
640,J3,Green EW,High Congestion (19 cars). Clearing queue.
640,J4,Green EW,High Congestion (35 cars). Clearing queue.
643,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
644,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
645,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
646,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
647,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
648,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
649,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
650,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
651,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
652,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
653,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
654,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
655,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
656,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
657,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
658,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
659,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
660,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
661,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
662,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
663,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
664,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
665,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
666,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
667,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
668,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
669,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
670,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
671,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
672,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
673,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
674,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
675,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
676,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
677,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
678,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
679,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
680,J1,Green NS,High Congestion (21 cars). Clearing queue.
680,J2,Green EW,High Congestion (23 cars). Clearing queue.
680,J3,Green EW,High Congestion (17 cars). Clearing queue.
680,J4,Green NS,High Congestion (27 cars). Clearing queue.
681,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
682,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
683,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
684,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
685,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
686,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
687,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
688,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
689,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
690,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
691,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
692,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
693,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
694,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
695,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
696,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
697,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
698,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
699,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
700,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
701,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
702,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
703,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
704,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
705,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
706,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
707,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
708,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
709,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
710,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
711,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
712,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
713,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
714,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
715,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
717,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
718,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
719,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
720,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
721,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
722,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
723,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
724,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
725,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
726,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
727,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
728,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
729,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
730,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
731,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
732,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
733,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
734,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
735,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
736,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
737,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
738,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
739,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
740,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
741,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
742,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
743,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
744,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
745,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
746,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
747,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
748,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
749,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
750,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
751,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
760,J1,Green NS,High Congestion (28 cars). Clearing queue.
760,J2,Green NS,High Congestion (20 cars). Clearing queue.
760,J3,Green EW,High Congestion (43 cars). Clearing queue.
760,J4,Green EW,High Congestion (28 cars). Clearing queue.
768,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
769,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
770,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
771,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
772,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
773,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
774,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
775,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
776,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
777,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
778,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
779,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
780,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
781,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
782,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
783,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
784,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
785,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
786,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
787,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
788,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
789,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
790,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
791,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
792,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
793,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
794,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
795,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
796,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
797,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
798,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
799,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
800,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
801,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
802,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
803,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
